RunID,os,cpu,physical_cores,system_ram_gb,gpu,GPU_ram_mb,cuda_version,training_type,game_name,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq
20260101-040529,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,1024,4.30E-05,40960,0.009833,0.262,0.91,4,linear,FALSE,512,1,simple,,,5,1000000,128,12000
20260101-041452,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,4096,0.000228,163840,0.008718,0.14,0.939,4,linear,FALSE,512,2,simple,,,5,500000,2048,12000
20260101-042017,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,1024,0.00026,81920,0.002235,0.276,0.939,8,constant,FALSE,256,1,simple,,,5,2000000,64,12000
20260101-044256,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,2048,0.00027,81920,0.001481,0.21,0.924,8,linear,TRUE,32,3,simple,,,5,100000,256,12000
20260101-044413,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,2048,5.40E-05,40960,0.004619,0.232,0.942,4,linear,FALSE,128,3,simple,,,5,2000000,64,12000
20260101-050226,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,4096,0.000264,327680,0.006172,0.18,0.92,10,linear,FALSE,512,2,simple,,,5,250000,128,12000
20260101-050415,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,1024,0.000296,20480,0.009656,0.151,0.918,10,constant,TRUE,128,2,simple,,,5,250000,1024,12000
20260101-050744,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,2048,6.70E-05,40960,0.001382,0.158,0.933,8,constant,FALSE,32,2,simple,,,5,500000,1024,12000
20260101-051443,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,4096,3.00E-05,81920,0.000985,0.213,0.906,5,linear,TRUE,32,3,simple,,,5,1000000,64,12000
20260101-052752,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,4096,0.00011,327680,0.002818,0.193,0.923,8,constant,FALSE,32,3,simple,,,5,1000000,1024,12000
20260101-054229,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,4096,0.000212,81920,0.000437,0.249,0.905,3,linear,FALSE,512,3,simple,,,5,500000,512,12000
20260101-054856,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,4096,0.000266,163840,0.008047,0.153,0.936,10,linear,FALSE,512,2,simple,,,5,500000,256,12000
20260101-055942,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,2048,8.30E-05,40960,0.00707,0.21,0.909,8,constant,FALSE,32,3,simple,,,5,500000,256,12000
20260101-060643,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,1024,0.000188,81920,0.005932,0.151,0.917,5,linear,FALSE,64,1,simple,,,5,250000,128,12000
20260101-061036,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,512,6.50E-05,40960,0.007594,0.153,0.925,10,linear,TRUE,256,1,simple,,,5,1000000,512,12000
20260101-062644,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,2048,6.70E-05,40960,0.006385,0.191,0.916,3,constant,FALSE,64,2,simple,,,5,250000,256,12000
20260101-062941,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,1024,2.50E-05,40960,0.006949,0.105,0.935,4,constant,TRUE,256,2,simple,,,5,100000,128,12000
20260101-063107,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,512,0.000177,20480,0.007452,0.177,0.927,8,linear,TRUE,128,3,simple,,,5,250000,64,12000
20260101-063506,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,2048,8.30E-05,40960,0.000185,0.15,0.905,10,constant,TRUE,32,1,simple,,,5,100000,64,12000
20260101-063650,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,2048,0.000255,163840,0.004603,0.227,0.925,3,linear,FALSE,64,3,simple,,,5,100000,64,12000
20260101-063804,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,4096,7.40E-05,163840,0.00782,0.124,0.908,8,constant,TRUE,64,1,simple,,,5,2000000,64,12000
20260101-070643,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,1024,8.80E-05,40960,0.008041,0.242,0.918,8,constant,FALSE,512,1,simple,,,5,1000000,1024,12000
20260101-072108,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,512,0.000129,20480,0.001609,0.234,0.918,10,linear,FALSE,32,3,simple,,,5,1000000,128,12000
20260101-073657,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,1024,0.000173,20480,0.003604,0.12,0.946,4,linear,FALSE,128,1,simple,,,5,500000,1024,12000
20260101-074228,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,1024,9.00E-05,20480,0.004023,0.252,0.921,8,constant,TRUE,32,1,simple,,,5,2000000,2048,12000
20260101-081001,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,1024,5.60E-05,81920,0.003613,0.15,0.939,10,constant,FALSE,256,2,simple,,,5,1000000,1024,12000
20260101-082636,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,1024,0.000237,40960,0.002603,0.23,0.902,3,constant,TRUE,256,1,simple,,,5,100000,64,12000
20260101-082755,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,2048,0.000262,163840,0.00128,0.275,0.93,3,constant,TRUE,512,1,simple,,,5,2000000,256,12000
20260101-093608,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,2048,0.0002,40960,0.00083,0.281,0.94,8,constant,FALSE,512,2,simple,,,5,1000000,256,12000
20260101-102131,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,2048,2.30E-05,163840,0.004861,0.277,0.933,8,linear,TRUE,128,3,simple,,,5,1000000,2048,12000
20260101-110226,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,512,0.000154,40960,0.007941,0.178,0.932,3,constant,FALSE,64,2,simple,,,5,1000000,2048,12000
20260101-113553,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,2048,0.000274,81920,0.009586,0.174,0.923,5,linear,FALSE,32,1,simple,,,5,100000,64,12000
20260101-113938,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,2048,0.000283,163840,0.006529,0.295,0.944,10,linear,TRUE,256,3,simple,,,5,500000,64,12000
20260101-122551,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,4096,0.000148,163840,0.003908,0.28,0.923,5,linear,FALSE,256,1,simple,,,5,1000000,2048,12000
20260101-133006,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,512,7.30E-05,40960,0.008988,0.178,0.92,5,linear,FALSE,128,3,simple,,,5,500000,1024,12000
20260101-140139,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,512,3.90E-05,10240,0.007562,0.126,0.92,10,linear,FALSE,512,3,simple,,,5,250000,256,12000
20260101-142741,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,512,6.80E-05,40960,0.004753,0.132,0.919,3,linear,FALSE,256,3,simple,,,5,2000000,64,12000
20260101-164019,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,1024,0.000101,20480,0.007775,0.165,0.937,4,constant,FALSE,256,3,simple,,,5,2000000,512,12000
20260101-185007,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,512,0.000134,40960,0.00958,0.267,0.923,10,linear,TRUE,512,1,simple,,,5,100000,2048,12000
20260101-185821,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,1024,6.20E-05,40960,0.003582,0.108,0.901,8,linear,FALSE,512,1,simple,,,5,500000,256,12000
20260101-192420,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,2048,2.80E-05,163840,0.000187,0.283,0.927,10,constant,TRUE,128,3,simple,,,5,2000000,256,12000
20260101-213638,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,4096,0.000118,327680,0.004143,0.152,0.908,3,linear,TRUE,64,1,simple,,,5,1000000,512,12000
20260101-220958,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,1024,0.000233,81920,0.00402,0.182,0.911,5,constant,TRUE,64,3,simple,,,5,100000,2048,12000
20260101-221418,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,512,0.0003,20480,0.009955,0.273,0.933,3,linear,FALSE,256,3,simple,,,5,100000,1024,12000
20260101-221816,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,4096,0.000247,163840,0.000242,0.169,0.93,10,constant,TRUE,128,1,simple,,,5,2000000,256,12000
20260101-234634,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,4096,0.000198,81920,0.006584,0.177,0.912,3,linear,FALSE,32,2,simple,,,5,250000,128,12000
20260101-235640,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,1024,1.40E-05,81920,0.006277,0.265,0.937,5,constant,TRUE,32,3,simple,,,5,500000,256,12000
20260102-003041,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridWorld,512,0.000265,40960,0.001539,0.256,0.95,3,constant,FALSE,128,2,simple,,,5,2000000,256,12000
20260102-022146,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridWorld,4096,0.000296,81920,0.002877,0.234,0.914,4,constant,FALSE,32,3,simple,,,5,250000,256,12000
20260102-022820,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridWorld,2048,0.000115,40960,0.009462,0.181,0.944,4,linear,FALSE,64,3,simple,,,5,250000,2048,12000
20260102-023533,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridWorld,1024,0.000263,40960,0.001772,0.116,0.942,4,linear,TRUE,128,2,simple,,,5,500000,128,12000
20260102-025547,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridWorld,4096,1.50E-05,327680,0.009902,0.166,0.923,3,linear,FALSE,32,2,simple,,,5,250000,64,12000
20260102-025938,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,GridWorld,1024,0.000173,20480,0.008076,0.223,0.935,4,linear,FALSE,64,1,simple,,,5,500000,256,12000
20260102-114733,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,512,0.000101,40960,0.000999,0.211,0.909,8,linear,TRUE,256,2,simple,,,5,1000000,2048,12000
20260102-115837,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000179,163840,0.000895,0.154,0.91,3,linear,FALSE,64,1,simple,,,5,250000,256,12000
20260102-120031,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,512,4.70E-05,20480,0.0079,0.162,0.924,8,linear,TRUE,64,3,simple,,,5,500000,64,12000
20260102-120559,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,4096,0.000219,327680,0.008397,0.164,0.916,8,constant,FALSE,128,3,simple,,,5,100000,2048,12000
20260102-120644,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,6.00E-05,81920,0.005324,0.114,0.947,10,constant,FALSE,32,1,simple,,,5,2000000,2048,12000
20260102-122928,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.00028,81920,0.008742,0.167,0.949,10,linear,TRUE,64,3,simple,,,5,100000,64,12000
20260102-123049,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.000179,40960,0.000751,0.148,0.926,4,linear,FALSE,128,3,simple,,,5,100000,64,12000
20260102-123155,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,6.90E-05,163840,0.006469,0.209,0.928,5,constant,FALSE,32,3,simple,,,5,2000000,2048,12000
20260102-131413,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,512,0.000156,10240,0.000122,0.192,0.915,10,linear,TRUE,128,1,simple,,,5,100000,512,12000
20260102-131701,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,512,0.000223,10240,0.001072,0.118,0.925,5,constant,FALSE,128,3,simple,,,5,500000,64,12000
20260102-132711,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,512,0.000147,10240,0.00987,0.249,0.936,10,constant,FALSE,64,1,simple,,,5,100000,2048,12000
20260102-133000,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.000263,40960,0.009217,0.298,0.911,4,linear,TRUE,32,2,simple,,,5,2000000,256,12000
20260102-140257,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.000153,81920,0.003484,0.174,0.926,10,linear,FALSE,512,2,simple,,,5,250000,512,12000
20260102-141104,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000272,163840,0.00626,0.21,0.935,5,linear,TRUE,128,3,simple,,,5,2000000,128,12000
20260102-145126,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,5.80E-05,81920,0.006182,0.126,0.901,5,constant,TRUE,128,1,simple,,,5,250000,2048,12000
20260102-145822,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000252,81920,0.008092,0.103,0.909,5,linear,TRUE,128,1,simple,,,5,1000000,128,12000
20260102-151340,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,512,0.00017,20480,0.006488,0.125,0.919,10,constant,FALSE,512,2,simple,,,5,100000,2048,12000
20260102-151526,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000224,81920,0.001787,0.144,0.943,4,constant,TRUE,256,2,simple,,,5,500000,512,12000
20260102-152039,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000107,40960,0.002378,0.165,0.905,4,constant,TRUE,256,1,simple,,,5,100000,512,12000
20260102-152144,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,4096,0.000156,327680,0.002509,0.108,0.931,4,constant,FALSE,64,2,simple,,,5,500000,256,12000
20260102-152623,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,1024,0.000104,20480,0.001202,0.18,0.904,10,linear,FALSE,128,1,simple,,,5,250000,64,12000
20260102-153019,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,1024,0.000209,20480,0.007568,0.115,0.918,10,constant,FALSE,512,1,simple,,,5,2000000,128,12000
20260102-160020,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,512,0.000162,10240,0.005135,0.167,0.917,8,linear,TRUE,512,2,simple,,,5,2000000,2048,12000
20260102-163218,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,1024,2.50E-05,20480,0.001663,0.219,0.929,3,constant,TRUE,32,2,simple,,,5,2000000,2048,12000
20260102-165104,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,1024,0.000284,40960,0.002281,0.254,0.903,3,constant,TRUE,32,3,simple,,,5,100000,256,12000
20260102-165211,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,512,6.80E-05,40960,0.009047,0.271,0.93,4,constant,FALSE,32,2,simple,,,5,1000000,256,12000
20260102-170219,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,2048,6.10E-05,163840,0.008121,0.222,0.934,5,constant,FALSE,32,1,simple,,,5,250000,2048,12000
20260102-170452,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,1024,9.00E-05,40960,0.008557,0.147,0.932,8,constant,FALSE,128,1,simple,,,5,2000000,128,12000
20260102-172906,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,4096,0.000183,327680,0.00308,0.287,0.908,5,constant,TRUE,512,2,simple,,,5,500000,256,12000
20260102-173505,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,4096,0.000163,163840,0.008872,0.138,0.905,8,linear,TRUE,128,1,simple,,,5,500000,1024,12000
20260102-174159,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,512,5.10E-05,20480,0.008135,0.212,0.944,4,constant,TRUE,128,3,simple,,,5,2000000,64,12000
20260102-180213,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,1024,0.000221,20480,0.002557,0.121,0.936,4,linear,FALSE,128,3,simple,,,5,1000000,1024,12000
20260102-181204,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,2048,0.00018,163840,0.007628,0.205,0.91,4,constant,FALSE,256,1,simple,,,5,500000,1024,12000
20260102-181708,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,2048,8.70E-05,163840,0.003986,0.119,0.903,10,constant,FALSE,128,2,simple,,,5,500000,512,12000
20260102-182438,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,2048,0.000299,40960,0.004496,0.116,0.914,8,constant,FALSE,128,3,simple,,,5,1000000,2048,12000
20260102-183715,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,4096,2.10E-05,81920,0.001678,0.244,0.947,10,linear,TRUE,256,3,simple,,,5,500000,512,12000
20260102-184533,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,2048,4.20E-05,163840,0.008833,0.201,0.939,4,constant,FALSE,512,1,simple,,,5,100000,64,12000
20260102-184624,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,512,0.000112,10240,0.00487,0.259,0.939,4,linear,FALSE,256,1,simple,,,5,100000,1024,12000
20260102-184730,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,512,0.00021,40960,0.001327,0.243,0.925,5,constant,FALSE,256,3,simple,,,5,100000,512,12000
20260102-184845,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,2048,0.000144,81920,0.004757,0.215,0.909,3,constant,FALSE,512,1,simple,,,5,500000,512,12000
20260102-185328,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,1024,0.000207,20480,0.003359,0.128,0.938,10,constant,TRUE,64,3,simple,,,5,1000000,256,12000
20260102-191014,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,2048,8.60E-05,40960,0.007532,0.133,0.914,10,linear,FALSE,64,2,simple,,,5,500000,256,12000
20260102-191823,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,512,0.000264,10240,0.008678,0.223,0.938,4,constant,TRUE,64,1,simple,,,5,2000000,128,12000
20260102-194418,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,4096,0.000215,163840,0.005528,0.177,0.941,8,constant,TRUE,256,1,simple,,,5,1000000,1024,12000
20260102-200352,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,2048,4.30E-05,163840,0.005807,0.176,0.905,4,constant,TRUE,64,2,simple,,,5,500000,64,12000
20260102-201232,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,2048,0.000141,40960,0.008681,0.189,0.93,5,linear,FALSE,64,3,simple,,,5,2000000,1024,12000
20260102-204222,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,512,7.40E-05,20480,0.003501,0.163,0.934,8,constant,FALSE,512,1,simple,,,5,1000000,256,12000
20260102-210058,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,4096,0.000296,81920,0.000677,0.206,0.943,3,linear,FALSE,32,3,simple,,,5,250000,128,12000
20260102-210446,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,1024,0.000206,81920,0.001718,0.148,0.921,10,linear,TRUE,64,2,simple,,,5,500000,2048,12000
20260102-211416,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,4096,0.0001,81920,0.00713,0.11,0.917,4,linear,FALSE,32,1,simple,,,5,2000000,2048,12000
20260102-213824,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,2048,0.000208,81920,0.003697,0.132,0.943,5,constant,FALSE,128,1,simple,,,5,1000000,128,12000
20260102-215136,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,4096,4.70E-05,327680,0.008947,0.292,0.918,3,constant,TRUE,32,1,simple,,,5,2000000,256,12000
20260102-221710,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,2048,7.60E-05,163840,0.004035,0.111,0.931,4,linear,FALSE,32,2,simple,,,5,100000,512,12000
20260102-221827,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,2048,4.50E-05,81920,0.009448,0.195,0.904,5,constant,TRUE,128,2,simple,,,5,1000000,512,12000
